Let's Set Up Your Accounts and Taxes.,让我们来设置您的账户和税务,
Rate Difference with Purchase Invoice,与采购发票的汇率差异,
Add Serial / Batch No (Rejected Qty),添加序列号/批号（被拒绝的数量）,
Rejected Serial and Batch Bundle,被拒绝的序列号和批号捆绑,
Provisional Expense Account,暂定费用账户,
Available Qty For Consumption,可消耗的可用数量,
Qty to Be Consumed,待消耗的数量,
Shipping Address Template,送货地址模板,
Scan Mode,扫描模式,
"If checked, picked qty won't automatically be fulfilled on submit of pick list.",如果选中，拣货数量在提交拣货单时不会自动履行,
Prompt Qty,提示数量,
Picked Qty (in Stock UOM),拣货数量（以库存计量单位为单位）,
Stock Reserved Qty (in Stock UOM),库存预留数量（以库存计量单位为单位）,
Group Same Items,分组相同物品,
Get stops from,从获取停留点,
Locked,已锁定,
No Stock Available Currently,目前无库存可用,
Stock Validations,库存验证,
Stock Reservation,库存预留,
Serial & Batch Item,序列号和批号物品,
Stock Planning,库存规划,
Stock Closing,库存结算,
Price List Defaults,价格表默认值,
Auto Insert Item Price If Missing,如果缺少，自动插入物品价格,
Update Existing Price List Rate,更新现有的价格表率,
Stock UOM Quantity,库存计量单位数量,
Allow to Edit Stock UOM Qty for Sales Documents,允许编辑销售文档的库存计量单位数量,
Allow to Edit Stock UOM Qty for Purchase Documents,允许编辑采购文档的库存计量单位数量,
Stock Transactions Settings,库存交易设置,
Role Allowed to Over Deliver/Receive,允许超交/收货的角色,
"Users with this role are allowed to over deliver/receive against orders above the allowance percentage",拥有此角色的用户被允许根据超过允许百分比的订单进行超量交付/收货,
Over Transfer Allowance,超量调拨允许百分比,
"The percentage you are allowed to transfer more against the quantity ordered. For example, if you have ordered 100 units, and your Allowance is 10%, then you are allowed transfer 110 units.",您被允许根据订购数量进行超量调拨的百分比。例如，如果您订购了100个单位，您的允许百分比为10%，则您被允许调拨110个单位,
Show Barcode Field in Stock Transactions,在库存交易中显示条形码字段,
Convert Item Description to Clean HTML in Transactions,在交易中将物品描述转换为清晰的HTML,
Quality Inspection Settings,质量检验设置,
Action If Quality Inspection Is Rejected,如果质量检验被拒绝的操作,
Enable Stock Reservation,启用库存预留,
Allows to keep aside a specific quantity of inventory for a particular order.,允许为特定订单保留一定数量的库存,
Serial & Batch Item Settings,序列号和批号物品设置,
Auto Create Serial and Batch Bundle For Outward,自动创建出库的序列号和批次捆绑,
Pick Serial / Batch Based On,基于序列号/批号进行拣货的依据,
Disable Serial No And Batch Selector,禁用序列号和批号选择器,
Have Default Naming Series for Batch ID?,批号ID是否有默认命名系列?,
Control Historical Stock Transactions,控制历史库存交易,
No stock transactions can be created or modified before this date.,在此日期之前不能创建或修改任何库存交易,
Stock transactions that are older than the mentioned days cannot be modified.,超过指定天数的库存交易不能被修改,
Role Allowed to Create/Edit Back-dated Transactions,允许创建/编辑往前日期的交易的角色,
"If mentioned, the system will allow only the users with this Role to create or modify any stock transaction earlier than the latest stock transaction for a specific item and warehouse. If set as blank, it allows all users to create/edit back-dated transactions.",如果指定，系统将仅允许拥有此角色的用户创建或修改早于特定物品和仓库的最新库存交易的任何交易。如果留空，允许所有用户创建/编辑往前日期的交易,
Is Group Warehouse,是组仓库,
Transit,在途,
Use Batch-wise Valuation,使用批次逐笔计价,
Disables auto-fetching of existing quantity,禁用自动获取现有数量,
Serial / Batch Bundle,序列号/批号捆绑,
Manual Inspection,手动检验,
Numeric,数值,
Reading Value,阅读价值,
Acceptance Criteria Value,验收标准价值,
Minimum Value,最小值,
Maximum Value,最大值,
Formula Based Criteria,基于公式的标准,
Enabled Items only,仅启用的项目,
Disabled Items only,仅禁用的项目,
All Items,所有项目,
Let's Set Up the Buying Module.,让我们设置购买模块,
"Products, Purchases, Analysis, and more.",产品、购买、分析等等,
Track Material Request,跟踪物料请求,
Create first Purchase Order,创建第一个采购订单,
Let’s walk-through few Buying Settings,让我们一起了解一些购买设置,
Let's Set Up the Stock Module.,让我们设置库存模块,
"Inventory, Warehouses, Analysis, and more.",库存、仓库、分析等等,
Review Stock Settings,审查库存设置,
Setup a Warehouse,设置仓库,
Manage Stock Movements,管理库存流动,
Check Stock Ledger,查看库存分类账,
Update Stock Opening Balance,更新库存期初余额,
Take a walk through Stock Settings,浏览一下库存设置,
Shift & Attendance,班次和考勤,
"If set, only user with these roles can access this chart. If not set, DocType or Report permissions will be used.",如果设置，只有具有这些角色的用户才能访问此图表。如果未设置，将使用文档类型或报告权限,
Department Wise Openings,按部门分类的期初余额,
Your Shortcuts,快捷方式,
Interviews (This Week),面试（本周）,
"No Data...",暂无数据,
Interviews,面试,
Job Requisition,职位申请,
Interview Type,面试类型,
Interview Round,面试轮次,
Interview,面试,
Interview Feedback,面试反馈,
Get Job Requisitions,获取职位申请,
Staffing Details,人员配置详情,
Let's Set Up the Human Resource Module.,让我们设置人力资源模块,
"Employee, Leaves, and more.",员工、请假等等,
Create Holiday List,创建假期列表,
Import Data from Spreadsheet,从电子表格导入数据,
Create Leave Type,创建请假类型,
Create Leave Allocation,创建请假分配,
Create Leave Application,创建请假申请,
Hiring vs Attrition Count,招聘与流失人数统计,
Your Shortcuts,快捷方式,
Reports & Masters,报告&主数据,
HR Dashboard,人力资源仪表板,
Recruitment Dashboard,招聘仪表板,
Employee Lifecycle Dashboard,员工生命周期仪表板,
Attendance Dashboard,考勤仪表板,
Expense Claims Dashboard,费用报销仪表板,
Employees Working on a Holiday,在假期工作的员工,
Employee Exits,员工离职,
Employee Naming By,员工命名方式,
Employee records are created using the selected option,使用所选选项创建员工记录,
Standard Working Hours,标准工作小时,
Retirement Age (In Years),退休年龄（以年为单位）,
Reminders,提醒,
Work Anniversaries,工作周年纪念,
Birthdays,生日,
Set the frequency for holiday reminders,设置假期提醒的频率,
Leave and Expense Claim Settings,请假和费用报销设置,
Send Leave Notification,发送请假通知,
Restrict Backdated Leave Application,限制追溯的请假申请,
Shift Settings,班次设置,
Allow Multiple Shift Assignments for Same Date,允许同一日期多个班次分配,
Send Interview Feedback Reminder,发送面试反馈提醒,
Send Interview Reminder,发送面试提醒,
Employee Exit Settings,员工离职设置,
Exit Questionnaire Web Form,离职调查问卷网络表单,
Exit Questionnaire Notification Template,离职调查问卷通知模板,
Overview,概览,
Joining,入职,
Attendance & Leaves,考勤与请假,
Company Details,公司详情,
Cost to Company (CTC),公司总成本（CTC）,
Salary Currency,薪资货币,
Passport Details,护照详情,
Leave Policy Assignment,请假政策分配,
Employee Grievance,员工投诉,
Exit Interview,离职面谈,
Full and Final Statement,全额结算报表,
"Note: Shift will not be overwritten in existing attendance records",注意：不会覆盖现有考勤记录中的班次,
No Leave has been allocated.,未分配任何请假,
Dates & Reason,日期和原因,
Approval,批准,
Employee name,员工姓名,
Assignment based on,基于任务分配,
Effective From,生效日期,
Effective To,截止日期,
Onboarding Begins On,入职开始日期,
Onboarding Activities,入职活动,
Add Employee Property,添加员工属性,
Set the properties that should be updated in the Employee master on promotion submission,在晋升提交中设置应更新在员工主数据中的属性,
Add Employee Property,添加员工属性,
Current CTC,当前 CTC（成本至公司）,
Date ,日期,
Reports To,汇报对象,
Grievance Details,投诉详情,
Grievance Against Party,投诉方,
Grievance Against,投诉对象,
Grievance Type,投诉类型,
Associated Document Type,关联文档类型,
Associated Document,关联文档,
Investigation Details,调查详情,
Cause of Grievance,投诉原因,
Employee Responsible ,负责员工,
Separation Begins On,分离开始日期,
Separation Activities,分离活动,
Exit Questionnaire,离职调查问卷,
Questionnaire Email Sent,已发送调查问卷邮件,
Interview Details,面试详情,
Interviewers,面试官,
Interview Summary,面试总结,
Final Decision,最终决定,
Paid via Salary Slip,通过工资单支付,
Assets Allocated,分配的资产,
Expenses & Advances,费用与预付款,
Taxes & Charges,税费,
Sanctioned Amount,批准金额,
Taxes & Charges,税费及费用,
Unclaimed Amount,未申领金额,
Currency ,货币,
Purpose & Amount,目的和金额,
Repay Unclaimed Amount from Salary,从工资中偿还未申领的金额,
Benefits,福利,
Payroll Payable Account,工资应付账户,
Base & Variable,基本工资和绩效工资,
Payroll Cost Centers,工资成本中心,
Earnings & Deductions,收入和扣款,
Net Pay Info,净薪资信息,
Employee Info,员工信息,
Payroll Info,工资信息,
Gross Year To Date (CNY),截至目前的年度总收入（人民币）,
Year To Date (CNY),年初至今总计（人民币）,
Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,截至当前工资单结束日期，该员工从年初（工资期间或财政年度）开始的总薪资,
Month To Date (CNY),截至目前月底的总计（人民币）,
Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,截至当前工资单结束日期，该员工从本月初开始的总薪资,
The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip.,工资单中工资组件及金额对收入/扣款的贡献日期,
Start Timer,启动计时器,
Incentive,激励,
Bonus,奖金,
KRAs,关键绩效指标（KRAs）,
Self Appraisal,自我评估,
Appraisal Cycle,考核周期,
Rate Goals Manually,手动评定目标,
KRA vs Goals,关键绩效指标（KRA）与目标的比较,
KRA,关键绩效指标（KRA）,
Goal Completion (%),目标完成率（%）,
Goal Score (weighted),目标得分（加权）,
Ratings,评分,
Reflections,反思,
Consolidate Leave Types,合并请假类型,
No of. Positions,职位数量,
Expected Compensation,期望薪酬,
Requested By,请求者,
Timelines,时间表,
Reason for Requesting,请求原因,
Publish Salary Range,发布薪资范围,
Lower Range,下限范围,
Upper Range,上限范围,
No Interview has been scheduled.,未安排任何面试,
Applicant Name,申请人姓名,
Source and Rating,来源和评级,
Applicant Rating,申请人评级,
Resume Link,简历链接,
Salary Expectation,薪资期望,
First Name ,名字,
For Designation ,对于职务,
Referral Details,推荐详细信息,
Current Employer ,当前雇主,
Current Job Title,当前职务标题,
Referrer Details,推荐人详细信息,
Is Applicable for Referral Bonus,是否适用于推荐奖金,
Additional Information ,附加信息,
"Why is this Candidate Qualified for this Position?",为什么这位候选人适合这个职位？,
Work References,工作参考,
Round Name,面试轮次名称,
Expected Average Rating,预期平均评级,
Expected Skillset,预期技能集,
Resume link,简历链接,
Scheduled On,安排在,
Average Rating,平均评分,
Skill Assessment,技能评估,
New Hires (This Month),新员工（本月）,
Exits (This Month),离职员工（本月）,
Trainings (This Week),培训（本周）,
Journey,旅程,
Grievance,申诉,
Full and Final Settlement,全额结算,
Update Property,更新资产,
Unsettled,未结算,
Returned,已归还,
Employee Retained,员工保留,
Exit Confirmed,离职已确认,
Exit Interview Pending,离职面谈待定,
Exit Questionnaire Pending,离职调查问卷待定,
FnF Pending,全额结算待定,
Interview Status,面试状态,
Employee Performance Feedback,员工绩效反馈,
KRA ,关键结果领域 (KRA),
Employee Feedback Criteria,员工反馈标准,
Employee Performance Feedback,员工绩效反馈,
Promotion,晋升,
Appraisal Overview,考核概览,
Key Result Area,关键结果领域 (KRA),
Rating Criteria,评级标准,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,员工在绩效反馈和自我评估中应被评定的标准,
Cycle Name,周期名称,
KRA Evaluation Method,KRA 评估方法,
Automated Based on Goal Progress,基于目标进展自动化,
Manual Rating,手动评级,
Set optional filters to fetch employees in the appraisee list,在被评估者列表中设置可选过滤器以获取员工,
Reviewer,评审人,
Added On,添加日期,
Attendance Count,考勤次数,
Shifts,班次,
Shift Attendance,班次考勤,
Employee Hours Utilization Based On Timesheet,基于时间表的员工工时利用率,
Project Profitability,项目盈利能力,
Set filters to fetch employees,设置筛选条件以获取员工,
Set Attendance Details,设置考勤详情,
Set attendance details for the employees select above,为上面选择的员工设置考勤详情,
Consider Grace Period,考虑宽限期,
Claims,报销,
Vehicle Service Item,车辆服务项目,
Accounting Reports,会计报告,
"The date on which Salary Component with Amount will contribute for Earnings/Deduction in Salary Slip. ",工资单中薪资组件（带有金额）贡献收入/扣除的日期,
Vehicle Service Item,车辆服务项目,
Add Local Holidays,添加本地节假日,
Service Level Name,服务水平名称,
Response and Resolution,响应和解决,
Apply SLA for Resolution Time,应用SLA以获取解决时间,
Workstation Type,工作站类型,
Maximum Leave Allocation Allowed,允许的最大请假额度,
Maximum Consecutive Leaves Allowed,允许的最大连续请假天数,
"These leaves are holidays permitted by the company however, availing it is optional for an Employee.",这些假期是公司允许的，但员工可以选择是否休假,
Allow Over Allocation,允许超额分配,
"Allows allocating more leaves than the number of days in the allocation period.",允许在分配期内分配超过天数的假期,
Add Day-wise Dates,逐日添加日期,
Set Leave Details,设置请假详情,
Dates Based On,基于日期,
Allocate Based On Leave Policy,根据请假政策分配,
Add unused leaves from previous leave period's allocation to this allocation,将上一个请假期的未使用假期额度添加到这个假期期间的额度中,
Quick Filters,快速筛选,
Advanced Filters,高级筛选,
No filters selected,未选择筛选条件,
llocate Leave,分配请假,
Application,应用,
Encashment Days,兑现天数,
BOM Creator,BOM（物料清单）创建者,
Learn Manufacturing,学习制造业,
Returned Qty ,返回数量,
Process Loss Qty,加工损失数量,
BOM,物料清单,
Work Order Consumed Materials,工单消耗的材料,
Assembly Items,装配件,
FG Warehouse,成品仓库,
Sub Assembly Items,子装配件,
Consolidate Sub Assembly Items,合并子装配件项目,
Sub Assembly Warehouse,子装配件仓库,
Skip Available Sub Assembly Items,跳过可用的子装配件项目,
"If this checkbox is enabled, then the system won’t run the MRP for the available sub-assembly items.",如果启用了此复选框，则系统将不会对可用的子装配件项目运行MRP,
Get Sub Assembly Items,获取子装配件项目,
Sub Assembly Item Code,子装配件项目代码,
Bom No,物料清单编号,
Level (BOM),层级（BOM）,
Manufacturing Type,制造类型,
Include Safety Stock in Required Qty Calculation,在所需数量计算中包含安全库存,
Ignore Available Stock,忽略可用库存,
"If enabled, the system will create material requests even if the stock exists in the 'Raw Materials Warehouse'.",如果启用，系统将创建物料请求，即使“原材料仓库”中存在库存,
Raw Materials Warehouse,原材料仓库,
Get Raw Materials for Purchase,获取用于购买的原材料,
Get Raw Materials for Transfer,获取用于转移的原材料,
Plan to Request Qty,计划请求数量,
Qty As Per BOM,按照BOM的数量,
In House,公司内,
Operation & Workstation,操作和工作站,
Expected Time Required (In Mins),预计所需时间（分钟）,
Actual Time,实际时间,
Scrap Item Code,废品项目代码,
Scrap Item Name,废品项目名称,
FG Qty from Transferred Raw Materials,从转移的原材料中获取的成品数量,
Forecasting,预测,